COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A: MARZO DE 2024; CON LA INFORMACIÓN SUMINISTRADA POR LAS OFICINAS REGIONALES 

 ESTACIÓN  : 26024 
 NOMBRE    : PRESA ADOLFO RUIZ CORTINEZ -CORTINA- 
 ESTADO    : SONORA 
 MUNICIPIO : ÁLAMOS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 27.24888889 ° 
 LONGITUD  : -109.0583333 ° 
 ALTITUD   : 144 msnm 

EMISIÓN   : 22/03/2024



FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1955-07-22	0	NULO	36.3	NULO
2009-11-12	0	5	32	19.5
2009-11-13	0	3.32	30	20
2009-11-14	0	3.6	28.5	18.5
2009-11-15	0	2.88	28	15.5
2009-11-16	0	3.42	29	15
2009-11-17	0	3.2	30	17
2009-11-18	0	3	28.5	17.5
2009-11-19	0	2.88	28	17.5
2009-11-20	0	2.87	28	15
2009-11-21	0	2.55	29.5	16.5
2009-11-22	0	2.72	29	16
2009-11-23	0	3.78	27.5	16.5
2009-11-24	0	2.22	28.5	16.5
2009-11-25	0	3.02	27	16.5
2009-11-26	0	2.88	26	17.5
2009-11-27	1.2	2.38	28.5	17
2009-11-28	0	2.95	27	16.5
2009-11-29	0.8	2.32	26.5	17
2009-11-30	0	1.38	20	14
2009-12-01	0	2.55	21	11
2009-12-02	0	2.78	23	11
2009-12-03	0	2.42	24	13.5
2009-12-04	0	2.43	24	12.5
2009-12-05	0	1.01	24	12.5
2009-12-06	0	1.98	24	12
2009-12-07	0	2.14	26	12
2009-12-08	0	2.14	24	12.5
2009-12-09	0	1.9	23.5	14
2009-12-10	0	2.88	25	14
2009-12-11	0	1.64	26	13.5
2009-12-12	0	2.2	26	12.5
2009-12-13	0	3.48	27.5	12.5
2009-12-14	0	2.1	26.5	13.5
2009-12-15	0	2.6	27	13.5
2009-12-16	0	2.77	30.5	13
2009-12-17	0	2	29.5	14.5
2009-12-18	0	2.87	28.5	14
2009-12-19	0	4.26	27	13.5
2009-12-20	0	3.65	26.5	12.5
2009-12-21	0	2.89	27.5	13.5
2009-12-22	0	2.24	24	13.5
2009-12-23	0	2.27	22	14.5
2009-12-24	0	1.6	21	10
2009-12-25	0	3.18	23	10
2009-12-26	0	1.83	22.5	10
2009-12-27	5.8	2.14	23	11.5
2009-12-28	0.6	3.12	24	10
2009-12-29	0	0.47	20	13
2009-12-30	0	1.99	24.5	13.5
2009-12-31	0	1.53	25.5	12
2010-01-01	0	3.27	27.5	12
2010-01-02	0	2.69	27	13.5
2010-01-03	0	1.96	27	12
2010-01-04	0	3.77	29	12
2010-01-05	0	3.61	28.5	13
2010-01-06	0	2.91	27.5	12.5
2010-01-07	0	2.2	27	13
2010-01-08	0	2.78	27.5	13
2010-01-09	0	2.9	28	13
2010-01-10	0	2.03	27	13.5
2010-01-11	0	4.02	25.5	14
2010-01-12	0	3.77	28	12.5
2010-01-13	0	3.04	28.5	12.5
2010-01-14	0	3.57	24.5	12.5
2010-01-15	0	3.11	27	11.5
2010-01-16	0	3.29	27	12.5
2010-01-17	0	3.47	26.5	14
2010-01-18	0	2.85	28.5	12.5
2010-01-19	0	4.47	28	12
2010-01-20	0	3.56	24	13
2010-01-21	13.6	3.12	26	14
2010-01-22	0.6	4.32	24	15.5
2010-01-23	0	1.9	20	15
2010-01-24	0	2.45	23.5	11.5
2010-01-25	0	3.4	25	11.5
2010-01-26	11	2.88	26	11.5
2010-01-27	0	2.28	23.5	13
2010-01-28	0	3.65	22	14
2010-01-29	0	1.92	23	12.5
2010-01-30	0	3.4	23	12.5
2010-01-31	0	2.38	22.5	12.5
2010-02-01	21	2.02	25	12
2010-02-02	6	2.3	21	13
2010-02-03	0	2.18	20	13.5
2010-02-04	0	1.74	22	12.5
2010-02-05	0	2.33	25	12.5
2010-02-06	0	3.45	26	13.5
2010-02-07	0	3.52	24.5	13
2010-02-08	0	2.59	23.5	12.5
2010-02-09	1	3.22	23.5	12.5
2010-02-10	0	3.1	22	13
2010-02-11	0	1.89	22	12
2010-02-12	0	3.78	27	11
2010-02-13	0	3.28	27	11
2010-02-14	0	2.32	28	13
2010-02-15	0	4.75	28	13.5
2010-02-16	0	3.15	28	14
2010-02-17	0	3.6	29	14.5
2010-02-18	0	4.3	28	14.5
2010-02-19	0	4.46	27	13
2010-02-20	0	4.62	26	13.5
2010-02-21	0	3.4	24	12.5
2010-02-22	0	4.53	24	11
2010-02-23	0	4.83	24.5	12
2010-02-24	0	4.27	28	11.5
2010-02-25	0	4.82	28.5	11.5
2010-02-26	0	5.08	27.5	11.5
2010-02-27	0	5.05	30.5	12.5
2010-02-28	0	5.1	24	14
2010-03-01	0	3.88	25	12
2010-03-02	0	3.6	28	12
2010-03-03	0	4.52	27.5	13
2010-03-04	0	4.12	27	14
2010-03-05	0	2.27	26.5	14
2010-03-06	0	4.91	23.5	15.5
2010-03-07	0	1.97	25.5	16.5
2010-03-08	0	1.65	25.5	13
2010-03-09	0	5.88	25	12.5
2010-03-10	0	4.71	23	11.5
2010-03-11	0	4.74	24	11
2010-03-12	0	5.05	30	10.5
2010-03-13	0	5.78	29	12
2010-03-14	0	3.92	27	11.5
2010-03-15	0	5.97	29	13
2010-03-16	0	5.56	33	13.5
2010-03-17	0	5.52	33.5	14
2010-03-18	0	8	32	16
2010-03-19	0	7.7	31	15
2010-03-20	0	6.21	30	13.5
2010-03-21	0	6.44	31.5	14
2010-03-22	0	6.2	32	14.5
2010-03-23	0	5.26	31.5	16
2010-03-24	0	6.17	29	15.5
2010-03-25	0	7.25	32	14
2010-03-26	0	7.12	33.5	15.5
2010-03-27	0	6.61	33	14.5
2010-03-28	0	7.34	34	14.5
2010-03-29	0	6.67	34	14
2010-03-30	0	7.04	34.5	16
2010-03-31	0	7.12	34	15.5
2010-04-01	0	6.49	30	16
2010-04-02	0	6.45	30	14.5
2010-04-03	0	6.95	30	14.5
2010-04-04	0	6.9	33	14.5
2010-04-05	0	7.08	33.5	15
2010-04-06	0	7.84	32.5	16
2010-04-07	0	6.78	32.5	16
2010-04-08	0	7.98	32	15.5
2010-04-09	0	6.72	33	17
2010-04-10	0	5.17	33	17
2010-04-11	0	8.06	32.5	16.5
2010-04-12	0	6	33	17.5
2010-04-13	0	7.27	32.5	17.5
2010-04-14	0	6.81	31.5	16
2010-04-15	0	8.95	32.5	15.5
2010-04-16	0	7.46	33.5	16.5
2010-04-17	0	8.03	32.5	16
2010-04-18	0	7.41	31	16.5
2010-04-19	0	7.82	30	16.5
2010-04-20	1	3.45	32	18
2010-04-21	0.8	5.64	32	18.5
2010-04-22	0	1.55	26	19.5
2010-04-23	0	7.89	26	12.5
2010-04-24	0	7.72	31	12.5
2010-04-25	0	7.56	33	14.5
2010-04-26	0	7.53	34	16.5
2010-04-27	0	8.66	33	17.5
2010-04-28	0	8.22	33	18
2010-04-29	0	8.5	32	17.5
2010-04-30	0	9.6	30	18
2010-05-01	0	6.42	27	14
2010-05-02	0	8.3	30	14
2010-05-03	0	7.45	35	15
2010-05-04	0	9.32	38	15
2010-05-05	0	9.89	37	18.5
2010-05-06	0	9.8	38	18.5
2010-05-07	0	10.67	40	20.5
2010-05-08	0	9.51	40	19.5
2010-05-09	0	10.44	38	21
2010-05-10	0	9.28	37.5	20.5
2010-05-11	0	9.7	37.5	19.5
2010-05-12	0	10.13	35.5	19.5
2010-05-13	0	10.07	35.5	17
2010-05-14	0	10.44	35	18.5
2010-05-15	0	10.95	37	18
2010-05-16	0	11.41	37	20.5
2010-05-17	0	10.91	38.5	21
2010-05-18	0	10.8	38.5	20.5
2010-05-19	0	10.35	38	20.5
2010-05-20	0	10.48	38	19.5
2010-05-21	0	10.17	39	20.5
2010-05-22	0	10.43	38.5	21
2010-05-23	0	10.95	36	20
2010-05-24	0	10.85	34.5	19
2010-05-25	0	9.64	35	17
2010-05-26	0	10.48	37	18
2010-05-27	0	11.36	37.5	19
2010-05-28	0	9.74	37	20
2010-05-29	0	11.42	37	21
2010-05-30	0	9.43	36.5	21
2010-05-31	0	9.77	36.5	21
2010-06-01	0	10.03	37	22
2010-06-02	0	10.05	36	21.5
2010-06-03	0	10.72	35	21.5
2010-06-04	0	10.05	37	21.5
2010-06-05	0	10.21	36	22
2010-06-06	0	8.34	36.5	23
2010-06-07	0	8.93	35.5	23
2010-06-08	0	6.58	38	25
2010-06-09	0	9.07	37	24.5
2010-06-10	0	9.92	38	24.5
2010-06-11	0	9.78	37.5	22
2010-06-12	0	8.34	35.5	20.5
2010-06-13	0	9.74	35	21
2010-06-14	0	9.62	37	21.5
2010-06-15	0	9.77	38.5	21.5
2010-06-16	0	10.95	38.5	24.5
2010-06-17	0	10.28	40	23.5
2010-06-18	0	11.22	40	24.5
2010-06-19	0	11.33	39	25.5
2010-06-20	0	10.16	41	26
2010-06-21	0	12.59	41	27
2010-06-22	0	12.3	40	27
2010-06-23	0	10.75	40.5	25
2010-06-24	0	11.58	39.5	25
2010-06-25	0	12.47	40.5	27
2010-06-26	0	11.63	41	27.5
2010-06-27	0	11.84	41.5	27.5
2010-06-28	0	12.16	41.5	24.5
2010-06-29	0	12.45	41.5	24.5
2010-06-30	0	12.33	42.5	27
2010-07-01	0	12.04	41.5	28
2010-07-02	0	12.21	38.5	28
2010-07-03	0	10.01	36	26
2010-07-04	0	7.93	37	24.5
2010-07-05	0	9.18	37	24.5
2010-07-06	0	10.05	38	25
2010-07-07	0	9.78	38	25
2010-07-08	2.2	10.58	39	25
2010-07-09	34.8	11.49	38.5	26.5
2010-07-10	0	6.7	35	25
2010-07-11	0	5.03	36	25
2010-07-12	0	7.54	38.5	25.5
2010-07-13	0.01	9.18	40.5	25.5
2010-07-14	0	10	41.5	26.5
2010-07-15	0	10.68	41.5	28
2010-07-16	0	10.18	38	27.5
2010-07-17	0	10.17	38	27.5
2010-07-18	0	10.06	40.5	27
2010-07-19	0.01	11.47	41	27
2010-07-20	0.2	10.19	40	28
2010-07-21	0.5	9.68	38.5	28.5
2010-07-22	0	7.53	37	28.5
2010-07-23	0	6.55	40	28
2010-07-24	97.9	8.77	40	27
2010-07-25	4	8.72	36.5	27
2010-07-26	0.01	NULO	30.5	22.5
2010-07-27	0	5	33.5	23.5
2010-07-28	4.8	4.67	37	24.5
2010-07-29	0	6.83	29	25.5
2010-07-30	0	2	35.5	24
2010-07-31	0	6.05	38	24.5
2010-08-01	0	6.8	38	25.5
2010-08-02	0	7.95	38.5	25.5
2010-08-03	0	9.52	40	26.5
2010-08-04	0.8	8.68	39.5	27
2010-08-05	0	9.66	39.5	27
2010-08-06	9.4	6.09	38	25.5
2010-08-07	0	9.32	38	25
2010-08-08	0	7.21	36.5	24
2010-08-09	0	6.7	38.5	24
2010-08-10	0	7.52	39.5	25.5
2010-08-11	1	7.48	37.5	27.5
2010-08-12	17.4	7.37	38.5	27.5
2010-08-13	6.6	6.75	37.5	25.5
2010-08-14	0	6.21	36.5	23.5
2010-08-15	0	4.99	32.5	23
2010-08-16	1	4.74	36	24
2010-08-17	0.01	7.9	37	26
2010-08-18	8.4	4.94	38.5	25.5
2010-08-19	3.4	6.94	36	25.5
2010-08-20	0	6.28	34	24
2010-08-21	0	4.32	34	25
2010-08-22	0	5.11	36	26
2010-08-23	0	5.77	38	26
2010-08-24	4.2	6.6	42	26
2010-08-25	40.6	8.7	41.5	27.5
2010-08-26	0	6.32	37	23.5
2010-08-27	0.01	5.08	34	23.5
2010-08-28	0	5	33.5	25.5
2010-08-29	58.4	3.9	36	25.5
2010-08-30	0	6.07	36.5	25.5
2010-08-31	0	10.27	35	23.5
2010-09-01	0	5.68	37	25
2010-09-02	10.2	5.95	38	26
2010-09-03	0	6.97	38	26
2010-09-04	0	6.6	36	24.5
2010-09-05	36	5.85	36	25
2010-09-06	0.01	5.32	36	25
2010-09-07	0.01	5.23	33.5	23.5
2010-09-08	3.4	5.4	34	24.5
2010-09-09	0	4.52	33	26
2010-09-10	0.01	4.13	34.5	24.5
2010-09-11	1.5	6.55	33	24.5
2010-09-12	0	5.7	34.5	25.5
2010-09-13	0	3.6	35.5	24.5
2010-09-14	0	5.3	37.5	24
2010-09-15	0	5.6	38.5	25.5
2010-09-16	0.01	6.27	37	26
2010-09-17	0	6.28	38	26.5
2010-09-18	1	6.48	39	25
2010-09-19	25.6	6.22	40.5	25.5
2010-09-20	17	7.08	32	25
2010-09-21	2.6	6.42	30	25
2010-09-22	0	1.32	31	25
2010-09-23	2.8	3.38	33.5	24
2010-09-24	10.4	4.18	35	25
2010-09-25	0	7.15	36	24.5
2010-09-26	0	5.51	32	23
2010-09-27	0	4.21	31.5	24
2010-09-28	0	2.73	34	24.5
2010-09-29	0	4.75	36	24.5
2010-09-30	0	6.27	36	24.5
2010-10-01	0	5.08	36.5	24.5
2010-10-02	0	4.75	36	25.5
2010-10-03	3.8	5.82	36.5	25
2010-10-04	0	5.6	34.5	24.5
2010-10-05	0	5.7	32	22.5
2010-10-06	0	4.02	34.5	22
2010-10-07	0	4.61	36	22.5
2010-10-08	0	4.3	36.5	23.5
2010-10-09	0	6.78	36	22.5
2010-10-10	0	5.97	35	21.5
2010-10-11	0	6.22	34	19.5
2010-10-12	0	5.03	35	21.5
2010-10-13	0	5.9	35	21.5
2010-10-14	0	5.8	35	21.5
2010-10-15	0	4.95	33.5	22.5
2010-10-16	0	5.47	34	20.5
2010-10-17	0	4.23	33	19.5
2010-10-18	0	5.35	33	19
2010-10-19	0	5.48	30	19.5
2010-10-20	0	4.72	30	16.5
2010-10-21	0	3.77	28	16.5
2010-10-22	0	3.72	28	16.5
2010-10-23	0	4.4	30	16.5
2010-10-24	0	4.88	33	16.5
2010-10-25	0	5.1	33	18.5
2010-10-26	0	4.5	33	19
2010-10-27	0	4.16	32	18.5
2010-10-28	0	4.19	36	18.5
2010-10-29	0	5	36	19.5
2010-10-30	0	4.71	35.5	20.5
2010-10-31	0	5.46	36	21.5
2010-11-01	0	5.13	34	18.5
2010-11-02	0	6.25	34.5	18.5
2010-11-03	0	5.05	35.5	18.5
2010-11-04	0	7.15	34	24.5
2010-11-05	0	7.15	34.5	18.5
2010-11-06	0	4.6	35	18
2010-11-07	0	3.6	34	18
2010-11-08	0	5.7	33	18.5
2010-11-09	0	4.42	30	16
2010-11-10	0	4.04	28	16
2010-11-11	0	4.4	29	16
2010-11-12	0	4.07	29	15.5
2010-11-13	0	3.98	29	15.5
2010-11-14	0	3.19	27	13.5
2010-11-15	0	3.45	27	12.5
2010-11-16	0	3.25	27	13
2010-11-17	0	3.8	31	15
2010-11-18	0	3.9	31	15.5
2010-11-19	0	3.45	31	15.5
2010-11-20	0	3.78	31	16
2010-11-21	0	4	29	16
2010-11-22	0	5.27	28.5	14
2010-11-23	0	3.1	28	14
2010-11-24	0	3.55	27.5	12.5
2010-11-25	0	3.65	26	12.5
2010-11-26	0	3.4	28	12.5
2010-11-27	0	4.01	28	12.5
2010-11-28	0	4.29	26.5	12.5
2010-11-29	0	2.88	25	11
2010-11-30	0	3.22	28	11
2010-12-01	0	2.74	29	11
2010-12-02	0	4.26	30	11.5
2010-12-03	0	2.9	30.5	12
2010-12-04	0	3.88	30	14
2010-12-05	0	3.02	31	14
2010-12-06	0	3.8	31.5	15
2010-12-07	0	4.06	30.5	14.5
2010-12-08	0	3.34	32.5	15
2010-12-09	0	3.65	30.5	14
2010-12-10	0	3.26	30.5	14
2010-12-11	0	2.91	30	14
2010-12-12	0	3.88	30	14.5
2010-12-13	0	3.15	30.5	14.5
2010-12-14	0	3.98	29	14
2010-12-15	0	4.48	27.5	14
2010-12-16	0	3.44	27.5	13.5
2010-12-17	0	3.83	25.5	13
2010-12-18	0	3.25	34	12.5
2010-12-19	0	3.3	28	14
2010-12-20	0	4.44	28	13
2010-12-21	0	4.32	28	14
2010-12-22	0	3.99	26	14
2010-12-23	0	2.45	25.5	14
2010-12-24	0	2.36	26.5	13
2010-12-25	0	2.89	28.5	12
2010-12-26	0	3.18	26	11.5
2010-12-27	0	3.07	24	11
2010-12-28	0	3.78	24	12
2010-12-29	1	1.22	24	9
2010-12-30	0	3.4	22	11
2010-12-31	0	1.63	21	14.5
2011-01-01	0	2.93	22.5	9
2011-01-02	0	2.97	22.5	12
2011-01-03	0	2.5	24	11
2011-01-04	0	3.08	25	10.5
2011-01-05	0	2.52	24	10
2011-01-06	0	3.1	25.5	14.5
2011-01-07	0	4.87	27.5	15.5
2011-01-08	0	4.05	23	11.5
2011-01-09	0	3.38	23.5	11
2011-01-10	0	4.15	26.5	10.5
2011-01-11	0	3.03	28	10
2011-01-12	0	3.92	28.5	11
2011-01-13	0	4.09	29	11
2011-01-14	0	3.09	28.5	10.5
2011-01-15	0	3.76	28	11
2011-01-16	0	3.41	29	10.5
2011-01-17	0	3.04	28	11.5
2011-01-18	0	3.42	28	12
2011-01-19	0	3.7	28	12.5
2011-01-20	0	3.72	28	12.5
2011-01-21	0	3.65	27.5	12
2011-01-22	0	3.25	27	12
2011-01-23	0	3	26	10.5
2011-01-24	0	2.95	25	10
2011-01-25	0	3.15	27	10
2011-01-26	0	2.92	26	10.5
2011-01-27	0	2.92	26	11
2011-01-28	0	2.26	26.5	11
2011-01-29	0	4.15	26	12
2011-01-30	0	3.35	26.5	13
2011-01-31	0	4.68	24	11.5
2011-02-01	0	4.07	24	10.5
2011-02-02	0	4.27	23	9.5
2011-02-03	0	3.58	12	2
2011-02-04	0	4.34	21	1
2011-02-05	0	4.32	24.5	3.5
2011-02-06	0	4.74	27	5.5
2011-02-07	0	5.24	29.5	8
2011-02-08	0	4.8	29.5	10
2011-02-09	0	2.96	27	11
2011-02-10	0	5.6	26	10.5
2011-02-11	0	4.45	27	10
2011-02-12	0	4.32	30	10
2011-02-13	0	6	32	10.5
2011-02-14	0	6.05	33	11.5
2011-02-15	0	7	33.5	13
2011-02-16	0	5.35	32	13.5
2011-02-17	0	4.9	32	13
2011-02-18	0	5.48	31.5	13
2011-02-19	0	5.8	32	14.5
2011-02-20	0	4.78	28	13.5
2011-02-21	0	5.05	26	11.5
2011-02-22	0	3.12	25	9.5
2011-02-23	0	6.05	23.5	10
2011-02-24	0	4.32	26	10
2011-02-25	0	4.65	29	9.5
2011-02-26	0	5.24	29.5	10.5
2011-02-27	0	5.1	24.5	10.5
2011-02-28	0	6.46	27	11
2011-03-01	0	6.1	30.5	11
2011-03-02	0	5.97	32	11.5
2011-03-03	0	6.68	33	12.5
2011-03-04	0	7.03	32.5	14.5
2011-03-05	0	7.15	35	14
2011-03-06	0	6.14	32	13
2011-03-07	0	6.98	32	14
2011-03-08	0	5.96	27	13
2011-03-09	0	5.19	31.5	13
2011-03-10	0	7.1	33	13.5
2011-03-11	0	7.34	32.5	15
2011-03-12	0	7.51	33	15
2011-03-13	0	5.8	32.5	14
2011-03-14	0	6.33	34	14.5
2011-03-15	0	7.87	33	14.5
2011-03-16	0	7.35	34	15
2011-03-17	0	6	34	14
2011-03-18	0	7.05	34	14.5
2011-03-19	0	7.93	34	14.5
2011-03-20	0	6.48	32	14.5
2011-03-21	0	7.07	33	14.5
2011-03-22	0	6.07	30	15
2011-03-23	0	6.13	30	13
2011-03-24	0	7.35	32	12.5
2011-03-25	0	7.55	32	13
2011-03-26	0	6.73	31.5	14
2011-03-27	0	7.17	32	13
2011-03-28	0	7.19	31	13.5
2011-03-29	0	8.34	33	14
2011-03-30	0	7.03	33	14
2011-03-31	0	9.75	34.5	15
2011-04-01	0	8.39	36	16
2011-04-02	0	8.68	36	16.5
2011-04-03	0	6.48	36	16.5
2011-04-04	0	6.92	36	16.5
2011-04-05	0	8.13	36	17
2011-04-06	0	8.29	35	17.5
2011-04-07	0	8.07	32	17
2011-04-08	0	6.06	32	16
2011-04-09	0	10.42	28	16
2011-04-10	0	8.4	26	13
2011-04-11	0	7.39	32	12.5
2011-04-12	0	8.43	32	12.5
2011-04-13	0	6.48	33	13.5
2011-04-14	0	9.07	36	14
2011-04-15	0	8.98	36	15
2011-04-16	0	8.65	36	15.5
2011-04-17	0	8.1	35.5	16
2011-04-18	0	8.18	35	16
2011-04-19	0	9.72	35	16.5
2011-04-20	0	9.5	34.5	15.5
2011-04-21	0	8.2	34.5	15.5
2011-04-22	0	8.12	35	17
2011-04-23	0	7.68	35.5	17
2011-04-24	0	7.75	35	17.5
2011-04-25	0	8.2	34.5	17.5
2011-04-26	0	9.91	35	17
2011-04-27	0	9.29	35	16.5
2011-04-28	0	11.13	37.5	17
2011-04-29	0	9.84	37.5	18
2011-04-30	0	7.93	36	18.5
2011-05-01	0	10.48	34	17
2011-05-02	0	9.54	37	15.5
2011-05-03	0	10.56	40	15.5
2011-05-04	0	9.67	37.5	19
2011-05-05	0	10.17	39	20
2011-05-06	0	9.52	40	19
2011-05-07	0	10.6	39	18
2011-05-08	0	9.9	38.5	18
2011-05-09	0	9.3	36.5	17.5
2011-05-10	0	10.49	34.5	18
2011-05-11	0	9.31	33	17
2011-05-12	0	9.32	36	16.5
2011-05-13	0	9.98	37.5	17
2011-05-14	0	9.58	38	17.5
2011-05-15	0	9.12	37.5	16.5
2011-05-16	0	10.46	37.5	16
2011-05-17	0	10.49	35	16
2011-05-18	0	8.59	34	17.5
2011-05-19	0	8.91	32	17
2011-05-20	0	8.25	33	16.5
2011-05-21	0	10.18	34	17
2011-05-22	0	6.91	36	16.5
2011-05-23	0	9.11	37	19
2011-05-24	0	10.57	38	19
2011-05-25	0	10.11	40	19
2011-05-26	0	10.82	40	19.5
2011-05-27	0	9.9	39	19
2011-05-28	0	8.98	40	19.5
2011-05-29	0	10.52	39	19.5
2011-05-30	0	8.1	39	20
2011-05-31	0	10.5	38	19.5
2011-06-01	0	10.5	38	21.5
2011-06-02	0	10.4	38.5	22.5
2011-06-03	0	9.2	39	23.5
2011-06-04	0	11.34	41	22
2011-06-05	0	10.09	39	22
2011-06-06	0	10.27	39	23
2011-06-07	0	9.2	39.5	24.5
2011-06-08	0	10.2	40	23.5
2011-06-09	0	11.1	38.5	22.5
2011-06-10	0	11.3	39.5	22.5
2011-06-11	0	9.3	39.5	20.5
2011-06-12	0	10.36	40.5	23.5
2011-06-13	0	11.54	41	23
2011-06-14	0	11	41	23.5
2011-06-15	0	11.25	40.5	23.5
2011-06-16	0	10.25	40	24
2011-06-17	0	10.02	40	25.5
2011-06-18	0	10.33	39.5	25.5
2011-06-19	0	9.15	39	25.5
2011-06-20	0	8.85	39	26.5
2011-06-21	0	9.8	38	24.5
2011-06-22	0	9.2	38.5	24
2011-06-23	0	10.68	39	27
2011-06-24	0	9.32	39	27.5
2011-06-25	0	10.45	40.5	26.5
2011-06-26	0	10.73	40.5	27.5
2011-06-27	0	10.02	40	27.5
2011-06-28	0	10.35	40	28
2011-06-29	0	10.95	40	28.5
2011-06-30	0	11.15	41	27
2011-07-01	80.2	12.25	42	27.5
2011-07-02	8.3	11.62	41.5	28.5
2011-07-03	13.9	NULO	34	22.5
2011-07-04	14.4	1.4	35	22.5
2011-07-05	0	8.6	35	22.5
2011-07-06	0	9.08	34	22
2011-07-07	0.01	4.37	38.5	23
2011-07-08	0	9	39	26
2011-07-09	77.8	9.07	37	26.5
2011-07-10	0	6.98	36.5	26
2011-07-11	0	NULO	35	22
2011-07-12	0	8	37.5	23
2011-07-13	0	7.47	35	25.5
2011-07-14	0	5.03	36	24.5
2011-07-15	0	5.9	38.5	25
2011-07-16	0	8	39	24.5
2011-07-17	0	6.9	37	25.5
2011-07-18	1.4	9.3	38	25
2011-07-19	16.2	7.78	36.5	24.5
2011-07-20	30	10.62	36	25.5
2011-07-21	27.8	5.65	36	24
2011-07-22	0	7.15	30	22
2011-07-23	0	5.8	33	22
2011-07-24	0	4.1	36	24
2011-07-25	0	7.9	37	25
2011-07-26	1	4.74	35	25
2011-07-27	0	5.26	36.5	24.5
2011-07-28	12.4	5.74	35.5	23.5
2011-07-29	5.6	5.91	36	25
2011-07-30	0	7.16	35	23
2011-07-31	0	4.54	36	25
2011-08-01	1	6.35	38	26.5
2011-08-02	10.6	6.5	39.5	27
2011-08-03	0	7.68	37	24.5
2011-08-04	0	6.69	34.5	22
2011-08-05	2.6	5.63	35	24
2011-08-06	4	3.6	36	26
2011-08-07	10.8	6.5	34	25
2011-08-08	8	4.95	34	25.5
2011-08-09	18.4	2.5	33.5	24
2011-08-10	0	7.65	32	24
2011-08-11	0	5.8	35	24
2011-08-12	0	4.92	36	24.5
2011-08-13	1.6	7.46	36	25.5
2011-08-14	0	4.47	34	26
2011-08-15	0	4.42	35	24
2011-08-16	20.4	4.23	36	24
2011-08-17	2.6	5.28	37.5	26
2011-08-18	0	8.17	32	26
2011-08-19	0	2.35	34	22
2011-08-20	0	4.43	36	25.5
2011-08-21	0	6.72	38	26.5
2011-08-22	2.2	7.06	38	26
2011-08-23	0	9.25	39	26.5
2011-08-24	0	9.35	34	24.5
2011-08-25	11.4	5.04	35	24.5
2011-08-26	15.9	5.46	37.5	27
2011-08-27	0	6.35	34	24
2011-08-28	0	5.09	34	23.5
2011-08-29	0	8.51	35.5	23.5
2011-08-30	0	6.29	37.5	26.5
2011-08-31	0	6.26	37.5	27
2011-09-01	0	4.9	34.5	28.5
2011-09-02	9	4.95	35.5	24.5
2011-09-03	0	4.05	34.5	24.5
2011-09-04	0	4.35	32.5	24
2011-09-05	0	4.55	35	25
2011-09-06	0	5.1	37	26
2011-09-07	6	6.55	37	26.5
2011-09-08	0	6.5	38	27
2011-09-09	0	7.3	34	21
2011-09-10	0	5.8	34.5	23.5
2011-09-11	0	6.1	34	25
2011-09-12	0	5.7	35.5	24.5
2011-09-13	0	6.8	36	25.5
2011-09-14	0.01	6.53	37	26
2011-09-15	0	7.77	35	26
2011-09-16	0	6.58	35.5	25
2011-09-17	0	6.42	37	25.5
2011-09-18	0	7.55	38.5	25
2011-09-19	0	6.85	39	25.5
2011-09-20	0	7.05	38	26
2011-09-21	0	7.1	39	25
2011-09-22	0	8.46	40.5	25
2011-09-23	0	7.79	40.5	24
2011-09-24	0	7.5	39.5	25
2011-09-25	0	8.6	38	25.5
2011-09-26	0.01	6.2	37.5	25.5
2011-09-27	0	6.8	37	25.5
2011-09-28	0	6.97	36	22.5
2011-09-29	0	7.21	37	23
2011-09-30	0	6.8	37.5	23
2011-10-01	1	6.87	39	24.5
2011-10-02	0	7.18	38	25
2011-10-03	0	7.7	37	21
2011-10-04	0	6	37	24
2011-10-05	0	6.12	36.5	22.5
2011-10-06	0	7.27	36.5	20.5
2011-10-07	0	6.81	35	24.5
2011-10-08	0	6.16	33	19
2011-10-09	0	5.29	35	18
2011-10-10	0	7.6	34.5	17.5
2011-10-11	0	5.23	36.5	17
2011-10-12	0	7.47	39	17.5
2011-10-13	0	6.1	36	19
2011-10-14	0	5.05	38	21.5
2011-10-15	0	5.51	38	22
2011-10-16	0	6.24	37	22.5
2011-10-17	0	6.4	37.5	23
2011-10-18	0	5.15	37.5	22.5
2011-10-19	0	6.48	38.5	22
2011-10-20	0	6.14	35	22.5
2011-10-21	10.2	3.98	35.5	23
2011-10-22	0	4.65	34.5	23.5
2011-10-23	0	5.7	34.5	21
2011-10-24	0	4.1	35	22.5
2011-10-25	0	5	36	23.5
2011-10-26	0	4.9	34.5	23
2011-10-27	0	4.9	32	20.5
2011-10-28	0	4.68	32.5	17
2011-10-29	0	6.52	34	17
2011-10-30	0	4.95	34.5	17
2011-10-31	0	5.65	35	18.5
2011-11-01	0	5.25	34.5	18
2011-11-02	0	5.68	34	18
2011-11-03	0.01	4.87	33.5	18
